order_ID,user_ID,sku_ID,order_date,order_time,quantity,type,promise,original_unit_price,final_unit_price,direct_discount_per_unit,quantity_discount_per_unit,bundle_discount_per_unit,coupon_discount_per_unit,gift_item,dc_ori,dc_des
6c9a15e73b,1472fff450,904fbf8b97,2018/3/1,z 22:13:13,1,1,2,69.9,33.9,4,32,0,0,0,9,9
f6554c11b1,138de1f109,904fbf8b97,2018/3/1,z 19:52:15,1,1,2,69.9,34.9,4,31,0,0,0,9,27
03176f5d4d,a99d2c3b6f,904fbf8b97,2018/3/1,z 23:08:12,1,1,2,69.9,32.9,4,33,0,0,0,9,27
5b89d6a924,771efa44fb,904fbf8b97,2018/3/1,z 14:05:50,1,1,2,69.9,34.9,4,31,0,0,0,9,27
2c800b5244,15ba7bce60,904fbf8b97,2018/3/1,z 13:21:03,1,1,1,69.9,32.9,4,33,0,0,0,9,9
b1531d8675,ee6a696e1d,904fbf8b97,2018/3/1,z 23:05:03,1,1,1,69.9,32.9,4,33,0,0,0,9,9
640f300218,4bbdb611e6,904fbf8b97,2018/3/1,z 21:03:10,1,1,1,69.9,32.9,4,33,0,0,0,9,9
95c8ee6831,226106822e,904fbf8b97,2018/3/1,z 08:42:38,1,1,1,69.9,37.9,4,28,0,0,0,9,9
94fdc7026a,dbadaab161,904fbf8b97,2018/3/1,z 01:07:33,1,1,2,69.9,32.9,4,33,0,0,0,9,60
d9711b6b38,ab6be7f02d,904fbf8b97,2018/3/1,z 08:42:00,1,1,2,69.9,63.9,4,0,0,2,0,9,27
90a8b99a2b,86c06ff0f2,904fbf8b97,2018/3/1,z 21:54:55,1,1,2,69.9,34.9,4,31,0,0,0,9,61
8464a95334,49adca1378,904fbf8b97,2018/3/1,z 15:58:55,1,1,2,69.9,32.9,4,33,0,0,0,9,61
fda6309c9f,ade00d8d81,904fbf8b97,2018/3/1,z 20:03:41,1,1,2,69.9,30.9,4,33,0,2,0,3,26
ebfcb662dc,d37be38c40,904fbf8b97,2018/3/1,z 16:40:13,3,1,2,69.9,36.23333333,4,29.66666667,0,0,0,9,9
578c7b2b56,7ac1bf6f48,904fbf8b97,2018/3/1,z 11:59:01,1,1,2,69.9,32.9,4,33,0,0,0,9,9
50fa60e4fe,c6c200e4e3,904fbf8b97,2018/3/1,z 12:27:36,1,1,2,69.9,32.9,4,33,0,0,0,9,36
e7bb594575,1c2fa7c32b,904fbf8b97,2018/3/1,z 14:01:04,1,1,2,69.9,31.9,4,34,0,0,0,9,9
f821431b06,41872137b7,904fbf8b97,2018/3/1,z 12:01:47,1,1,2,69.9,33.9,4,32,0,0,0,9,36
00df336ed7,fdb0d27cab,904fbf8b97,2018/3/1,z 19:43:43,1,1,2,69.9,32.9,4,33,0,0,0,9,36
740d098d25,e6ede4b703,904fbf8b97,2018/3/1,z 15:50:14,1,1,2,69.9,33.9,4,32,0,0,0,36,36
0d8414b0f3,2.94E+11,904fbf8b97,2018/3/1,z 09:34:32,1,1,1,69.9,34.9,4,30,0,1,0,46,46
ccfff38a54,73710573ce,904fbf8b97,2018/3/1,z 22:55:44,1,1,2,69.9,63.9,4,0,0,2,0,7,46
4007154d8c,69f9cc5afe,904fbf8b97,2018/3/1,z 22:23:49,1,1,2,69.9,37.9,4,28,0,0,0,7,46
852b05c621,c120458abd,904fbf8b97,2018/3/1,z 10:30:08,1,1,2,69.9,37.9,4,28,0,0,0,7,46
d113942eac,f3428cb29f,904fbf8b97,2018/3/1,z 12:07:56,1,1,1,69.9,32.9,4,33,0,0,0,46,46
13a0ca4e07,2002f4eb13,904fbf8b97,2018/3/1,z 11:20:43,1,1,2,69.9,34.9,4,31,0,0,0,3,3
0c9741d087,659b16e5f2,904fbf8b97,2018/3/1,z 11:43:21,1,1,2,69.9,34.9,4,31,0,0,0,7,46
b1bcc71815,659b16e5f2,904fbf8b97,2018/3/1,z 11:11:56,1,1,1,69.9,32.9,4,33,0,0,0,46,46
3bc3d8cc15,b53fb119aa,904fbf8b97,2018/3/1,z 20:20:22,1,1,2,69.9,34.9,4,31,0,0,0,2,42
499bdde464,d488b44154,904fbf8b97,2018/3/1,z 23:06:58,1,1,2,69.9,32.4,4,32.6,0,0.9,0,7,46
1eb4ef8a00,cabab02d97,904fbf8b97,2018/3/1,z 23:59:18,1,1,2,69.9,38.9,4,27,0,0,0,34,3
23d0d38c1b,9a2984032c,904fbf8b97,2018/3/1,z 21:15:17,1,1,2,69.9,32.9,4,33,0,0,0,3,3
8d46bdde9b,601b73a297,904fbf8b97,2018/3/1,z 11:35:18,1,1,2,69.9,33.9,4,32,0,0,0,42,42
64fee29973,16e2d69264,904fbf8b97,2018/3/1,z 01:07:41,1,1,2,69.9,33.9,4,32,0,0,0,6,6
43271e1df6,e99fb426ff,904fbf8b97,2018/3/1,z 23:59:40,1,1,2,69.9,36.9,4,29,0,0,0,9,22
0565464c30,2760fc33a2,904fbf8b97,2018/3/1,z 13:48:36,1,1,2,69.9,35.9,4,30,0,0,0,9,60
550dd1b2a5,24705867ce,904fbf8b97,2018/3/1,z 10:48:56,1,1,2,69.9,30.9,4,33,0,2,0,9,60
3205c22e97,d1cd58f385,904fbf8b97,2018/3/1,z 20:47:26,1,1,2,69.9,33.9,4,32,0,0,0,9,60
c8c0a55074,ee5fb17974,904fbf8b97,2018/3/1,z 21:22:10,1,1,2,69.9,33.9,4,32,0,0,0,4,4
30f257980d,b47f9285e7,904fbf8b97,2018/3/1,z 22:21:27,1,1,2,69.9,36.9,4,29,0,0,0,4,4
ff8221a57f,b5ff9a17b6,904fbf8b97,2018/3/1,z 08:01:12,1,1,2,69.9,34.9,4,31,0,0,0,4,4
1ccf5e0a48,f838ee6908,904fbf8b97,2018/3/1,z 09:44:14,1,1,1,69.9,32.9,4,33,0,0,0,6,6
2f7d1fc2eb,9a3df57437,904fbf8b97,2018/3/1,z 10:57:08,1,1,2,69.9,31.2,4,32.7,0,2,0,2,6
6f2f0483c2,5953e02cb8,904fbf8b97,2018/3/1,z 00:17:11,1,1,2,69.9,31.9,4,32,0,2,0,4,4
16e0c189b3,53113adeca,904fbf8b97,2018/3/1,z 16:12:29,1,1,2,69.9,33.2,4,32.7,0,0,0,9,27
57f7458d81,a45d675640,904fbf8b97,2018/3/1,z 12:33:13,3,1,2,69.9,33.56666667,4,29.33333333,0,3,0,4,4
1414e8029f,fb06cc8348,904fbf8b97,2018/3/1,z 11:15:33,1,1,2,69.9,31.9,4,32,0,2,0,9,27
42c1ef0811,bd45bf1230,904fbf8b97,2018/3/1,z 20:43:46,1,1,2,69.9,31.9,4,33,0,1,0,4,4
845169b10b,d15476c4e8,904fbf8b97,2018/3/1,z 19:19:36,1,1,2,69.9,36.9,4,29,0,0,0,9,27
9a78d01bca,7e666b82cf,904fbf8b97,2018/3/1,z 17:36:06,1,1,2,69.9,32.9,4,33,0,0,0,9,27
7cc4172857,3bea0f8413,904fbf8b97,2018/3/1,z 23:02:49,4,1,2,69.9,29.9,4,32.75,0,3.25,0,9,27
0c0a06e9b1,8.28E+103,904fbf8b97,2018/3/1,z 23:45:04,1,1,2,69.9,33.5,4,32.4,0,0,0,9,27
7c79accc91,e33dfcc72e,904fbf8b97,2018/3/1,z 13:00:22,1,1,2,69.9,38.9,4,27,0,0,0,4,51
abd8cd3c42,e3e6bf1931,904fbf8b97,2018/3/1,z 23:34:10,1,1,2,69.9,37.9,4,28,0,0,0,11,11
5f0c2290ba,037fc94620,904fbf8b97,2018/3/1,z 15:10:21,1,1,2,69.9,32.9,4,33,0,0,0,5,26
b5591c6936,425a5c9a16,904fbf8b97,2018/3/1,z 07:03:25,4,1,2,69.9,31.65,4,32.75,0,1.5,0,5,26
51af9fc7ff,d4a04732b3,904fbf8b97,2018/3/1,z 15:10:17,1,1,2,69.9,33.9,4,32,0,0,0,4,4
b72d7aeb4e,314cc995c5,904fbf8b97,2018/3/1,z 01:53:23,2,1,3,69.9,33.4,4,32.5,0,0,0,4,44
83b7c7ecc0,dac65b4ff9,904fbf8b97,2018/3/1,z 00:43:14,1,1,1,69.9,32.9,4,33,0,0,0,45,45
bdbeb924be,2f81a7b26c,904fbf8b97,2018/3/1,z 13:31:04,4,1,2,69.9,2.15,4,25,0,38.75,0,4,45
0e8f60f27c,49f398f6ca,904fbf8b97,2018/3/1,z 13:06:56,1,1,1,69.9,32.9,4,33,0,0,0,45,45
e7da23d401,b4b1357512,904fbf8b97,2018/3/1,z 15:36:09,1,1,1,69.9,33.9,4,32,0,0,0,45,45
125b2fe17f,02efd18111,904fbf8b97,2018/3/1,z 16:25:11,1,1,2,69.9,32.9,4,33,0,0,0,4,45
d9acbf5891,e30477f0a7,904fbf8b97,2018/3/1,z 07:14:03,1,1,2,69.9,33.9,4,32,0,0,0,4,45
3bf2d314b4,f6e22b1b99,904fbf8b97,2018/3/1,z 14:25:19,1,1,2,69.9,33.9,4,32,0,0,0,24,24
f829fb4ff9,d24430559f,904fbf8b97,2018/3/1,z 08:16:25,1,1,2,69.9,32.9,4,33,0,0,0,24,52
e97d6f3845,5c79baa1e9,904fbf8b97,2018/3/1,z 11:13:55,1,1,2,69.9,33.9,4,32,0,0,0,24,52
d137c31427,de02491aa0,904fbf8b97,2018/3/1,z 09:54:03,1,1,1,69.9,33.9,4,32,0,0,0,21,21
c6d7fd969b,6d24a16384,904fbf8b97,2018/3/1,z 23:52:43,1,1,1,69.9,65.9,4,0,0,0,0,21,21
f31d762dec,6e75b78ac7,904fbf8b97,2018/3/1,z 13:32:25,1,1,2,69.9,35.9,4,30,0,0,0,5,26
df875ed932,e0b4fba89c,904fbf8b97,2018/3/1,z 11:07:57,1,1,3,69.9,32.9,4,33,0,0,0,4,45
74e565ba70,00537b51b7,904fbf8b97,2018/3/1,z 13:07:31,1,1,2,69.9,33.9,4,32,0,0,0,2,20
5f9a61ef2d,6bcc517bbc,904fbf8b97,2018/3/1,z 14:13:29,1,1,2,69.9,36.9,4,29,0,0,0,20,20
47cd950507,b3a5b26462,904fbf8b97,2018/3/1,z 19:59:21,1,1,2,69.9,37.9,4,28,0,0,0,2,20
06272d8a97,1d5f0e653f,904fbf8b97,2018/3/1,z 19:01:41,1,1,2,69.9,32.9,4,33,0,0,0,2,20
45860a0e13,7586647c58,904fbf8b97,2018/3/1,z 19:12:34,1,1,3,69.9,32.9,4,33,0,0,0,4,44
8fb650507a,a6ede6eed5,904fbf8b97,2018/3/1,z 18:16:24,1,1,3,69.9,31.9,4,32,0,2,0,4,44
a151745937,164aa4f9ac,904fbf8b97,2018/3/1,z 11:00:37,1,1,3,69.9,32.9,4,33,0,0,0,9,50
61802e3395,13c0c74070,904fbf8b97,2018/3/1,z 12:55:46,1,1,3,69.9,32.9,4,33,0,0,0,9,50
1a70ca953a,8c18bdc349,904fbf8b97,2018/3/1,z 18:33:37,1,1,3,69.9,32.9,4,33,0,0,0,9,50
a70fda2e27,95138f28b2,904fbf8b97,2018/3/1,z 22:01:22,1,1,2,69.9,33.9,4,32,0,0,0,5,29
2ab33cf816,8c53244617,904fbf8b97,2018/3/1,z 22:40:00,1,1,2,69.9,2.9,4,31,0,32,0,44,44
22f8ec9b05,55d4b72011,904fbf8b97,2018/3/1,z 15:45:50,1,1,2,69.9,32.9,4,31,0,2,0,9,9
6a4ac12bf4,50abadc36c,904fbf8b97,2018/3/1,z 16:41:16,1,1,2,69.9,32.9,4,33,0,0,0,9,36
839631d2a0,c878c07ad6,904fbf8b97,2018/3/1,z 01:14:16,1,1,2,69.9,32.9,4,33,0,0,0,9,36
19b2ea4c88,9c99d28a85,904fbf8b97,2018/3/1,z 16:16:48,1,1,2,69.9,33.9,4,32,0,0,0,9,61
2f68e8c35a,29323e4560,904fbf8b97,2018/3/1,z 21:20:13,1,1,2,69.9,32.9,4,33,0,0,0,9,61
b12d6ff80f,3e3166ba64,904fbf8b97,2018/3/1,z 10:24:45,1,1,3,69.9,32.9,4,33,0,0,0,4,44
c64b1dc5d3,a32dc78f8e,904fbf8b97,2018/3/1,z 11:39:59,1,1,3,69.9,36.9,4,29,0,0,0,4,44
34757607b3,8152718cee,904fbf8b97,2018/3/1,z 09:26:22,1,1,2,69.9,32.9,4,33,0,0,0,7,49
29e5312cea,239f4bd41d,904fbf8b97,2018/3/1,z 01:44:33,1,1,3,69.9,32.9,4,33,0,0,0,44,44
6a3663438a,40e2a7b162,904fbf8b97,2018/3/1,z 20:25:06,2,1,2,69.9,35.9,4,30,0,0,0,5,29
084d1bbe66,fc854c0d76,904fbf8b97,2018/3/1,z 14:16:16,3,1,4,69.9,32.9,4,33,0,0,0,4,19
1d8d54bbb0,1d4bcf5252,904fbf8b97,2018/3/1,z 23:39:51,1,1,1,69.9,46.9,4,19,0,0,0,43,43
01b187b61f,ecf09bab70,904fbf8b97,2018/3/1,z 22:31:53,3,1,1,69.9,32.9,4,33,0,0,0,24,24
900bf65326,bd95bc2033,904fbf8b97,2018/3/1,z 09:00:52,1,1,2,69.9,8.9,4,32,0,25,0,24,24
b51d17c502,94f65f72be,904fbf8b97,2018/3/1,z 22:56:31,1,1,2,69.9,63.9,4,0,0,2,0,24,24
231662536a,a738ee426b,904fbf8b97,2018/3/1,z 11:37:37,1,1,2,69.9,38.9,4,27,0,0,0,24,24
ea8acfe111,cbf1bed75c,904fbf8b97,2018/3/1,z 21:31:55,1,1,2,69.9,33.9,4,32,0,0,0,47,47
89cf54d60b,93cf2acacf,904fbf8b97,2018/3/1,z 20:46:48,1,1,2,69.9,33.9,4,32,0,0,0,24,24
8fbea87d17,8848765233,904fbf8b97,2018/3/1,z 21:13:35,1,1,3,69.9,32.9,4,33,0,0,0,24,24
024d8a6025,559957c6f5,904fbf8b97,2018/3/1,z 17:36:13,1,1,2,69.9,36.9,4,29,0,0,0,24,24
aa6989d729,a551650a62,904fbf8b97,2018/3/1,z 02:00:08,1,1,2,69.9,32.2,4,32,0,1.7,0,24,24
f92e39a1b5,34b248630e,904fbf8b97,2018/3/1,z 23:59:33,2,1,2,69.9,12.4,4,30,0,23.5,0,24,24
c205bdebb7,f29411aaf6,904fbf8b97,2018/3/1,z 14:44:41,1,1,2,69.9,32.9,4,33,0,0,0,24,24
6c17c06572,67e82a81a4,904fbf8b97,2018/3/1,z 09:22:35,2,1,2,69.9,37.4,4,28.5,0,0,0,40,40
a46aeb3e0e,5bdae529fc,904fbf8b97,2018/3/1,z 16:42:00,1,1,2,69.9,28.9,4,35,0,2,0,36,36
d2bbd0256f,c6b8d43206,904fbf8b97,2018/3/1,z 11:47:20,3,1,2,69.9,33.9,4,32,0,0,0,34,34
2253796944,a65cf9ed15,904fbf8b97,2018/3/1,z 22:26:10,1,1,1,69.9,31.9,4,31,0,3,0,5,17
20495ecfab,f1732fe36e,904fbf8b97,2018/3/1,z 21:13:04,1,1,1,69.9,33.9,4,32,0,0,0,5,17
b885b8158a,706e231f32,904fbf8b97,2018/3/1,z 14:30:03,1,1,2,69.9,34.9,4,31,0,0,0,5,17
10d2d7480a,5e0da5b122,904fbf8b97,2018/3/1,z 13:03:12,2,1,2,69.9,34.4,4,31.5,0,0,0,5,17
63fbb9045c,018e244ab6,904fbf8b97,2018/3/1,z 16:39:59,1,1,2,69.9,35,4,29.9,0,1,0,5,17
54fbf952dc,6d4b151677,904fbf8b97,2018/3/1,z 14:36:54,1,1,1,69.9,33.5,4,32.4,0,0,0,5,17
3898178744,14c3e73187,904fbf8b97,2018/3/1,z 13:59:13,1,1,1,69.9,32.9,4,33,0,0,0,3,16
0bb523c117,23cef3d807,904fbf8b97,2018/3/1,z 18:19:14,1,1,1,69.9,0.9,4,26,0,39,0,3,16
8bee5e7689,994a53b4a6,904fbf8b97,2018/3/1,z 22:06:19,1,1,1,69.9,32.9,4,33,0,0,0,3,16
5474dd744f,910a4b59d4,904fbf8b97,2018/3/1,z 19:06:15,1,1,2,69.9,32.9,4,33,0,0,0,5,26
0b17867d48,8d6fb439d2,904fbf8b97,2018/3/1,z 08:03:31,1,1,3,69.9,35.9,4,30,0,0,0,24,52
3822568f28,1149005f01,904fbf8b97,2018/3/1,z 09:36:20,1,1,2,69.9,31.9,4,33,0,1,0,46,46
be1edad618,10c6e08082,904fbf8b97,2018/3/1,z 23:10:18,1,1,2,69.9,32.2,4,32,0,1.7,0,9,22
d84f747344,8ae39e068f,904fbf8b97,2018/3/1,z 15:27:18,1,1,2,69.9,32.9,4,33,0,0,0,7,46
97a791b2dc,da34698150,904fbf8b97,2018/3/1,z 17:07:58,1,1,2,69.9,33.9,4,32,0,0,0,7,46
b52f862991,be698d09c3,904fbf8b97,2018/3/1,z 10:04:59,1,1,2,69.9,33.9,4,32,0,0,0,46,46
552e9201fd,0a02f902dd,904fbf8b97,2018/3/1,z 09:15:17,1,1,2,69.9,36.9,4,29,0,0,0,46,46
dab7b0f475,afa091c8e0,904fbf8b97,2018/3/1,z 11:53:12,1,1,2,69.9,37.9,4,28,0,0,0,7,46
87c1097cb9,e03aadb068,904fbf8b97,2018/3/1,z 23:45:37,1,1,5,69.9,32.9,4,33,0,0,0,24,41
38368c23ed,86ed75013a,904fbf8b97,2018/3/1,z 02:34:51,1,1,2,69.9,32.9,4,33,0,0,0,5,26
9532e6a708,763bea0904,904fbf8b97,2018/3/1,z 20:21:30,3,1,5,69.9,37.9,4,28,0,0,0,24,41
c3cae2dc4a,de9bc6b603,904fbf8b97,2018/3/1,z 13:26:16,1,1,2,69.9,32.9,4,33,0,0,0,41,41
f277687256,81b161de65,904fbf8b97,2018/3/1,z 22:06:11,1,1,5,69.9,31.9,4,32,0,2,0,24,41
7e5fece4c1,d99f82369b,904fbf8b97,2018/3/1,z 01:24:51,1,1,4,69.9,37.9,4,28,0,0,0,24,41
38d03ced64,e03aadb068,904fbf8b97,2018/3/1,z 22:56:15,1,1,-,69.9,34.9,4,31,0,0,0,24,41
c675edf033,43984b9da4,904fbf8b97,2018/3/1,z 20:35:07,1,1,2,69.9,41.9,4,24,0,0,0,4,4
95a1302bc9,16ab8f2b0d,904fbf8b97,2018/3/1,z 17:07:40,1,1,3,69.9,32.9,4,33,0,0,0,4,4
7a0cc679b6,cfd34b66ad,904fbf8b97,2018/3/1,z 17:56:44,1,1,3,69.9,31.9,4,34,0,0,0,4,4
9c98832db8,c4ea18d681,904fbf8b97,2018/3/1,z 18:29:32,1,1,2,69.9,36.9,4,29,0,0,0,5,54
debd1ee67c,b2ab1ac38b,904fbf8b97,2018/3/1,z 15:59:27,1,1,2,69.9,30.9,4,33,0,2,0,54,54
5ea8a57983,0e595df475,904fbf8b97,2018/3/1,z 01:21:16,1,1,2,69.9,33.9,4,30,0,2,0,2,2
732d38d77a,b200cf6651,904fbf8b97,2018/3/1,z 17:16:21,1,1,1,69.9,33.9,4,32,0,0,0,5,5
09b9268c58,41a5134788,904fbf8b97,2018/3/1,z 10:33:53,1,1,1,69.9,33.9,4,32,0,0,0,5,5
ffdc9ae9ad,da9aedc500,904fbf8b97,2018/3/1,z 11:28:43,1,1,1,69.9,32.9,4,33,0,0,0,5,5
f187b2c572,060d6332e4,904fbf8b97,2018/3/1,z 12:46:57,1,1,1,69.9,31.9,4,32,0,2,0,5,5
016d8d47c4,f16aa14bab,904fbf8b97,2018/3/1,z 10:45:03,1,1,1,69.9,32.9,4,31,0,2,0,5,5
451bd444e4,c629ae58ac,904fbf8b97,2018/3/1,z 11:37:00,1,1,1,69.9,35.9,4,30,0,0,0,5,5
7b78989661,1edeef2d5b,904fbf8b97,2018/3/1,z 13:43:59,1,1,1,69.9,34.9,4,31,0,0,0,5,5
96be635162,4d9d7fba66,904fbf8b97,2018/3/1,z 17:10:41,1,1,1,69.9,39.9,4,25,0,1,0,5,5
a0f47e4daf,14f888afa4,904fbf8b97,2018/3/1,z 13:31:57,1,1,1,69.9,32.9,4,33,0,0,0,5,5
76a869a4de,1175b82b0c,904fbf8b97,2018/3/1,z 23:15:42,1,1,1,69.9,36.9,4,29,0,0,0,5,5
dabe478267,6c8cbd3b48,904fbf8b97,2018/3/1,z 13:02:19,1,1,1,69.9,39.9,4,26,0,0,0,5,5
6f77bca0ea,17fce5b0c8,904fbf8b97,2018/3/1,z 22:04:15,1,1,1,69.9,33.1,4,32.8,0,0,0,5,5
38399b2aff,8f5f267161,904fbf8b97,2018/3/1,z 23:01:42,2,1,1,69.9,33.9,4,32,0,0,0,5,5
69cc723096,efe4589c0b,904fbf8b97,2018/3/1,z 09:26:29,1,1,1,69.9,32.9,4,32,0,1,0,5,5
d8105d9337,f59436fe6a,904fbf8b97,2018/3/1,z 16:38:49,1,1,1,69.9,30.9,4,33,0,2,0,5,5
fabec0879f,2951dbd320,904fbf8b97,2018/3/1,z 22:55:56,1,1,1,69.9,39.9,4,25,0,1,0,5,5
2367f1918b,04c95ff412,904fbf8b97,2018/3/1,z 00:41:56,1,1,1,69.9,31.9,4,32,0,2,0,5,5
7b436c2f91,aeed7516fa,904fbf8b97,2018/3/1,z 10:44:56,1,1,1,69.9,5.9,4,29,0,31,0,5,5
f2adfa8ed9,519dc35dae,904fbf8b97,2018/3/1,z 11:26:01,1,1,1,69.9,36.9,4,29,0,0,0,5,5
45e716342e,d4b2981d12,904fbf8b97,2018/3/1,z 16:49:58,2,1,2,69.9,34.4,4,31.5,0,0,0,5,26
